"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","match"
"33466","BOCK","a","23","9","recent",10,205,207,0,"match"
"33467","BOCK","a","23","9","weakening",11,205,206,0,"match"
"33468","BOCK","a","23","9","to",12,205,237,0,"match"
"33469","BOCK","a","23","9","the",13,205,215,0,"match"
"33470","BOCK","a","23","9","building's",14,205,196,0,"match"
"33471","BOCK","a","23","9","structural",15,205,306,0,"match"
"33472","BOCK","a","23","9","supports.",16,205,282,0,"match"
"33730","BOCK","a","7","9","The",1,220,175,100,"match"
"33731","BOCK","a","7","9","crime",2,220,712,100,"match"
"33732","BOCK","a","7","9","in",3,220,218,100,"match"
"33733","BOCK","a","7","9","the",4,220,183,100,"match"
"33734","BOCK","a","7","9","suburb",5,220,185,100,"match"
"33735","BOCK","a","7","9","doubtlessly",6,220,217,100,"match"
"33736","BOCK","a","7","9","was",7,220,257,100,"match"
"33737","BOCK","a","7","9","a",8,220,186,100,"match"
"33738","BOCK","a","7","9","reflection",9,220,199,100,"match"
"33739","BOCK","a","7","9","of",10,220,187,100,"match"
"33740","BOCK","a","7","9","the",11,220,180,100,"match"
"33741","BOCK","a","7","9","violence",12,220,179,100,"match"
"33742","BOCK","a","7","9","in",13,220,163,100,"match"
"33743","BOCK","a","7","9","today's",14,220,191,100,"match"
"33744","BOCK","a","7","9","society.",15,220,393,100,"match"
"33972","BOCK","a","22","10","The",1,12,298,100,"match"
"33973","BOCK","a","22","10","path",2,12,177,100,"match"
"33974","BOCK","a","22","10","to",3,12,237,100,"match"
"33975","BOCK","a","22","10","the",4,12,435,100,"match"
"33976","BOCK","a","22","10","monument",5,12,218,100,"match"
"33977","BOCK","a","22","10","happily",6,12,264,100,"match"
"33978","BOCK","a","22","10","was",7,12,278,100,"match"
"33979","BOCK","a","22","10","lined",8,12,327,100,"match"
"33980","BOCK","a","22","10","with",9,12,256,100,"match"
"33981","BOCK","a","22","10","lovely",10,12,229,100,"match"
"33982","BOCK","a","22","10","trees",11,12,204,100,"match"
"33983","BOCK","a","22","10","and",12,12,272,100,"match"
"33984","BOCK","a","22","10","flowers.",13,12,357,100,"match"
"34005","BOCK","b","9","10","The",1,14,208,100,"mismatch"
"34006","BOCK","b","9","10","citation",2,14,229,100,"mismatch"
"34007","BOCK","b","9","10","on",3,14,196,100,"mismatch"
"34008","BOCK","b","9","10","the",4,14,413,100,"mismatch"
"34009","BOCK","b","9","10","notecards",5,14,215,100,"mismatch"
"34010","BOCK","b","9","10","unfortunately",6,14,206,100,"mismatch"
"34011","BOCK","b","9","10","was",7,14,171,100,"mismatch"
"34012","BOCK","b","9","10","quite",8,14,278,100,"mismatch"
"34013","BOCK","b","9","10","difficult",9,14,294,100,"mismatch"
"34014","BOCK","b","9","10","to",10,14,321,100,"mismatch"
"34015","BOCK","b","9","10","track",11,14,270,100,"mismatch"
"34016","BOCK","b","9","10","down",12,14,433,100,"mismatch"
"34017","BOCK","b","9","10","using",13,14,231,100,"mismatch"
"34018","BOCK","b","9","10","the",14,14,226,100,"mismatch"
"34019","BOCK","b","9","10","library's",15,14,210,100,"mismatch"
"34020","BOCK","b","9","10","limited",16,14,188,100,"mismatch"
"34021","BOCK","b","9","10","resources.",17,14,440,100,"mismatch"
"34074","BOCK","b","13","10","The",1,18,249,100,"mismatch"
"34075","BOCK","b","13","10","door",2,18,207,100,"mismatch"
"34076","BOCK","b","13","10","to",3,18,213,100,"mismatch"
"34077","BOCK","b","13","10","the",4,18,224,100,"mismatch"
"34078","BOCK","b","13","10","laboratories",5,18,215,100,"mismatch"
"34079","BOCK","b","13","10","accidentally",6,18,236,100,"mismatch"
"34080","BOCK","b","13","10","was",7,18,212,100,"mismatch"
"34081","BOCK","b","13","10","left",8,18,259,100,"mismatch"
"34082","BOCK","b","13","10","unlocked",9,18,237,100,"mismatch"
"34083","BOCK","b","13","10","by",10,18,210,100,"mismatch"
"34084","BOCK","b","13","10","the",11,18,196,100,"mismatch"
"34085","BOCK","b","13","10","cleaning",12,18,226,100,"mismatch"
"34086","BOCK","b","13","10","service.",13,18,323,100,"mismatch"
"34381","BOCK","b","3","10","The",1,37,208,100,"mismatch"
"34382","BOCK","b","3","10","mistake",2,37,204,100,"mismatch"
"34383","BOCK","b","3","10","in",3,37,185,100,"mismatch"
"34384","BOCK","b","3","10","the",4,37,221,100,"mismatch"
"34385","BOCK","b","3","10","programs",5,37,218,100,"mismatch"
"34386","BOCK","b","3","10","certainly",6,37,206,100,"mismatch"
"34387","BOCK","b","3","10","was",7,37,163,100,"mismatch"
"34388","BOCK","b","3","10","disastrous",8,37,208,100,"mismatch"
"34389","BOCK","b","3","10","for",9,37,219,100,"mismatch"
"34390","BOCK","b","3","10","the",10,37,196,100,"mismatch"
"34391","BOCK","b","3","10","small",11,37,166,100,"mismatch"
"34392","BOCK","b","3","10","software",12,37,226,100,"mismatch"
"34393","BOCK","b","3","10","company.",13,37,248,100,"mismatch"
"34592","BOCK","b","21","10","The",1,49,162,100,"mismatch"
"34593","BOCK","b","21","10","gift",2,49,265,100,"mismatch"
"34594","BOCK","b","21","10","from",3,49,191,100,"mismatch"
"34595","BOCK","b","21","10","the",4,49,207,100,"mismatch"
"34596","BOCK","b","21","10","visitors",5,49,202,100,"mismatch"
"34597","BOCK","b","21","10","apparently",6,49,226,100,"mismatch"
"34598","BOCK","b","21","10","was",7,49,196,100,"mismatch"
"34599","BOCK","b","21","10","a",8,49,199,100,"mismatch"
"34600","BOCK","b","21","10","beautiful",9,49,215,100,"mismatch"
"34601","BOCK","b","21","10","clock",10,49,188,100,"mismatch"
"34602","BOCK","b","21","10","from",11,49,242,100,"mismatch"
"34603","BOCK","b","21","10","Germany.",12,49,341,100,"mismatch"
"35098","BOCK","a","4","10","The",1,78,202,100,"match"
"35099","BOCK","a","4","10","label",2,78,199,100,"match"
"35100","BOCK","a","4","10","on",3,78,226,100,"match"
"35101","BOCK","a","4","10","the",4,78,234,100,"match"
"35102","BOCK","a","4","10","container",5,78,202,100,"match"
"35103","BOCK","a","4","10","probably",6,78,275,100,"match"
"35104","BOCK","a","4","10","was",7,78,180,100,"match"
"35105","BOCK","a","4","10","a",8,78,273,100,"match"
"35106","BOCK","a","4","10","warning",9,78,270,100,"match"
"35107","BOCK","a","4","10","about",10,78,220,100,"match"
"35108","BOCK","a","4","10","the",11,78,240,100,"match"
"35109","BOCK","a","4","10","hazardous",12,78,267,100,"match"
"35110","BOCK","a","4","10","chemicals",13,78,272,100,"match"
"35111","BOCK","a","4","10","inside.",14,78,335,100,"match"
"35302","BOCK","a","14","10","The",1,90,156,100,"match"
"35303","BOCK","a","14","10","memo",2,90,199,100,"match"
"35304","BOCK","a","14","10","from",3,90,190,100,"match"
"35305","BOCK","a","14","10","the",4,90,171,100,"match"
"35306","BOCK","a","14","10","supervisor",5,90,231,100,"match"
"35307","BOCK","a","14","10","unfortunately",6,90,212,100,"match"
"35308","BOCK","a","14","10","was",7,90,209,100,"match"
"35309","BOCK","a","14","10","about",8,90,332,100,"match"
"35310","BOCK","a","14","10","the",9,90,240,100,"match"
"35311","BOCK","a","14","10","delinquent",10,90,213,100,"match"
"35312","BOCK","a","14","10","tax",11,90,346,100,"match"
"35313","BOCK","a","14","10","return.",12,90,303,100,"match"
"35327","BOCK","a","20","10","The",1,92,292,100,"match"
"35328","BOCK","a","20","10","bridge",2,92,283,100,"match"
"35329","BOCK","a","20","10","to",3,92,239,100,"match"
"35330","BOCK","a","20","10","the",4,92,202,100,"match"
"35331","BOCK","a","20","10","island",5,92,210,100,"match"
"35332","BOCK","a","20","10","apparently",6,92,217,100,"match"
"35333","BOCK","a","20","10","was",7,92,266,100,"match"
"35334","BOCK","a","20","10","about",8,92,300,100,"match"
"35335","BOCK","a","20","10","ten",9,92,518,100,"match"
"35336","BOCK","a","20","10","miles",10,92,262,100,"match"
"35337","BOCK","a","20","10","off",11,92,254,100,"match"
"35338","BOCK","a","20","10","the",12,92,203,100,"match"
"35339","BOCK","a","20","10","main",13,92,389,100,"match"
"35340","BOCK","a","20","10","highway.",14,92,321,100,"match"
"35455","BOCK","a","16","10","The",1,100,183,100,"match"
"35456","BOCK","a","16","10","key",2,100,383,100,"match"
"35457","BOCK","a","16","10","to",3,100,218,100,"match"
"35458","BOCK","a","16","10","the",4,100,223,100,"match"
"35459","BOCK","a","16","10","cell",5,100,229,100,"match"
"35460","BOCK","a","16","10","unsurprisingly",6,100,202,100,"match"
"35461","BOCK","a","16","10","was",7,100,190,100,"match"
"35462","BOCK","a","16","10","rusty",8,100,213,100,"match"
"35463","BOCK","a","16","10","from",9,100,111,100,"match"
"35464","BOCK","a","16","10","many",10,100,257,100,"match"
"35465","BOCK","a","16","10","years",11,100,385,100,"match"
"35466","BOCK","a","16","10","of",12,100,244,100,"match"
"35467","BOCK","a","16","10","disuse.",13,100,336,100,"match"
"35672","BOCK","a","18","10","The",1,113,194,100,"match"
"35673","BOCK","a","18","10","entrance",2,113,248,100,"match"
"35674","BOCK","a","18","10","to",3,113,248,100,"match"
"35675","BOCK","a","18","10","the",4,113,224,100,"match"
"35676","BOCK","a","18","10","exhibit",5,113,212,100,"match"
"35677","BOCK","a","18","10","evidently",6,113,139,100,"match"
"35678","BOCK","a","18","10","was",7,113,240,100,"match"
"35679","BOCK","a","18","10","hard",8,113,229,100,"match"
"35680","BOCK","a","18","10","to",9,113,210,100,"match"
"35681","BOCK","a","18","10","locate",10,113,432,100,"match"
"35682","BOCK","a","18","10","on",11,113,180,100,"match"
"35683","BOCK","a","18","10","the",12,113,137,100,"match"
"35684","BOCK","a","18","10","diagram.",13,113,459,100,"match"
"35705","BOCK","b","23","10","The",1,115,199,100,"mismatch"
"35706","BOCK","b","23","10","message",2,115,410,100,"mismatch"
"35707","BOCK","b","23","10","from",3,115,226,100,"mismatch"
"35708","BOCK","b","23","10","the",4,115,216,100,"mismatch"
"35709","BOCK","b","23","10","engineers",5,115,215,100,"mismatch"
"35710","BOCK","b","23","10","regrettably",6,115,165,100,"mismatch"
"35711","BOCK","b","23","10","was",7,115,727,100,"mismatch"
"35712","BOCK","b","23","10","about",8,115,256,100,"mismatch"
"35713","BOCK","b","23","10","the",9,115,231,100,"mismatch"
"35714","BOCK","b","23","10","recent",10,115,210,100,"mismatch"
"35715","BOCK","b","23","10","weakening",11,115,190,100,"mismatch"
"35716","BOCK","b","23","10","to",12,115,177,100,"mismatch"
"35717","BOCK","b","23","10","the",13,115,183,100,"mismatch"
"35718","BOCK","b","23","10","building's",14,115,199,100,"mismatch"
"35719","BOCK","b","23","10","structural",15,115,444,100,"mismatch"
"35720","BOCK","b","23","10","supports.",16,115,272,100,"mismatch"
"36124","BOCK","a","24","10","The",1,139,216,100,"match"
"36125","BOCK","a","24","10","gate",2,139,199,100,"match"
"36126","BOCK","a","24","10","to",3,139,199,100,"match"
"36127","BOCK","a","24","10","the",4,139,188,100,"match"
"36128","BOCK","a","24","10","pasture",5,139,139,100,"match"
"36129","BOCK","a","24","10","evidently",6,139,245,100,"match"
"36130","BOCK","a","24","10","was",7,139,163,100,"match"
"36131","BOCK","a","24","10","falling",8,139,190,100,"match"
"36132","BOCK","a","24","10","down",9,139,202,100,"match"
"36133","BOCK","a","24","10","due",10,139,171,100,"match"
"36134","BOCK","a","24","10","to",11,139,148,100,"match"
"36135","BOCK","a","24","10","disrepair.",12,139,218,100,"match"
"36189","BOCK","b","7","10","The",1,143,194,0,"mismatch"
"36190","BOCK","b","7","10","crime",2,143,190,0,"mismatch"
"36191","BOCK","b","7","10","in",3,143,337,0,"mismatch"
"36192","BOCK","b","7","10","the",4,143,185,0,"mismatch"
"36193","BOCK","b","7","10","suburbs",5,143,144,0,"mismatch"
"36194","BOCK","b","7","10","doubtlessly",6,143,179,0,"mismatch"
"36195","BOCK","b","7","10","was",7,143,174,0,"mismatch"
"36196","BOCK","b","7","10","a",8,143,180,0,"mismatch"
"36197","BOCK","b","7","10","reflection",9,143,171,0,"mismatch"
"36198","BOCK","b","7","10","of",10,143,166,0,"mismatch"
"36199","BOCK","b","7","10","the",11,143,188,0,"mismatch"
"36200","BOCK","b","7","10","violence",12,143,152,0,"mismatch"
"36201","BOCK","b","7","10","in",13,143,179,0,"mismatch"
"36202","BOCK","b","7","10","today's",14,143,172,0,"mismatch"
"36203","BOCK","b","7","10","society.",15,143,359,0,"mismatch"
"36265","BOCK","b","15","10","The",1,148,255,100,"mismatch"
"36266","BOCK","b","15","10","check",2,148,185,100,"mismatch"
"36267","BOCK","b","15","10","from",3,148,156,100,"mismatch"
"36268","BOCK","b","15","10","the",4,148,303,100,"mismatch"
"36269","BOCK","b","15","10","stockbrokers",5,148,259,100,"mismatch"
"36270","BOCK","b","15","10","happily",6,148,201,100,"mismatch"
"36271","BOCK","b","15","10","was",7,148,199,100,"mismatch"
"36272","BOCK","b","15","10","a",8,148,256,100,"mismatch"
"36273","BOCK","b","15","10","dividend",9,148,582,100,"mismatch"
"36274","BOCK","b","15","10","on",10,148,246,100,"mismatch"
"36275","BOCK","b","15","10","a",11,148,159,100,"mismatch"
"36276","BOCK","b","15","10","long-term",12,148,275,100,"mismatch"
"36277","BOCK","b","15","10","bond.",13,148,299,100,"mismatch"
"36311","BOCK","b","1","10","The",1,151,306,100,"mismatch"
"36312","BOCK","b","1","10","slogan",2,151,211,100,"mismatch"
"36313","BOCK","b","1","10","on",3,151,292,100,"mismatch"
"36314","BOCK","b","1","10","the",4,151,213,100,"mismatch"
"36315","BOCK","b","1","10","posters",5,151,194,100,"mismatch"
"36316","BOCK","b","1","10","unsurprisingly",6,151,196,100,"mismatch"
"36317","BOCK","b","1","10","was",7,151,204,100,"mismatch"
"36318","BOCK","b","1","10","designed",8,151,207,100,"mismatch"
"36319","BOCK","b","1","10","to",9,151,216,100,"mismatch"
"36320","BOCK","b","1","10","get",10,151,252,100,"mismatch"
"36321","BOCK","b","1","10","attention.",11,151,237,100,"mismatch"
"36445","BOCK","b","11","10","The",1,159,189,100,"mismatch"
"36446","BOCK","b","11","10","traitor",2,159,158,100,"mismatch"
"36447","BOCK","b","11","10","in",3,159,155,100,"mismatch"
"36448","BOCK","b","11","10","the",4,159,163,100,"mismatch"
"36449","BOCK","b","11","10","camps",5,159,180,100,"mismatch"
"36450","BOCK","b","11","10","regrettably",6,159,133,100,"mismatch"
"36451","BOCK","b","11","10","was",7,159,350,100,"mismatch"
"36452","BOCK","b","11","10","passing",8,159,212,100,"mismatch"
"36453","BOCK","b","11","10","information",9,159,187,100,"mismatch"
"36454","BOCK","b","11","10","to",10,159,177,100,"mismatch"
"36455","BOCK","b","11","10","the",11,159,172,100,"mismatch"
"36456","BOCK","b","11","10","enemy",12,159,180,100,"mismatch"
"36457","BOCK","b","11","10","through",13,159,166,100,"mismatch"
"36458","BOCK","b","11","10","various",14,159,187,100,"mismatch"
"36459","BOCK","b","11","10","secret",15,159,138,100,"mismatch"
"36460","BOCK","b","11","10","methods.",16,159,163,100,"mismatch"
"36614","BOCK","a","6","10","The",1,169,177,100,"match"
"36615","BOCK","a","6","10","name",2,169,163,100,"match"
"36616","BOCK","a","6","10","on",3,169,177,100,"match"
"36617","BOCK","a","6","10","the",4,169,171,100,"match"
"36618","BOCK","a","6","10","billboard",5,169,325,100,"match"
"36619","BOCK","a","6","10","probably",6,169,154,100,"match"
"36620","BOCK","a","6","10","was",7,169,147,100,"match"
"36621","BOCK","a","6","10","of",8,169,161,100,"match"
"36622","BOCK","a","6","10","a",9,169,161,100,"match"
"36623","BOCK","a","6","10","prominent",10,169,161,100,"match"
"36624","BOCK","a","6","10","local",11,169,155,100,"match"
"36625","BOCK","a","6","10","businessman.",12,169,157,100,"match"
"36711","BOCK","a","10","10","The",1,175,188,100,"match"
"36712","BOCK","a","10","10","advertisement",2,175,158,100,"match"
"36713","BOCK","a","10","10","on",3,175,177,100,"match"
"36714","BOCK","a","10","10","the",4,175,175,100,"match"
"36715","BOCK","a","10","10","skyscraper",5,175,158,100,"match"
"36716","BOCK","a","10","10","typically",6,175,223,100,"match"
"36717","BOCK","a","10","10","was",7,175,179,100,"match"
"36718","BOCK","a","10","10","hard",8,175,190,100,"match"
"36719","BOCK","a","10","10","to",9,175,174,100,"match"
"36720","BOCK","a","10","10","read",10,175,191,100,"match"
"36721","BOCK","a","10","10","except",11,175,212,100,"match"
"36722","BOCK","a","10","10","from",12,175,166,100,"match"
"36723","BOCK","a","10","10","a",13,175,425,100,"match"
"36724","BOCK","a","10","10","long",14,175,205,100,"match"
"36725","BOCK","a","10","10","distance",15,175,196,100,"match"
"36726","BOCK","a","10","10","away.",16,175,142,100,"match"
"36839","BOCK","b","17","10","The",1,182,413,100,"mismatch"
"36840","BOCK","b","17","10","letter",2,182,171,100,"mismatch"
"36841","BOCK","b","17","10","from",3,182,174,100,"mismatch"
"36842","BOCK","b","17","10","the",4,182,177,100,"mismatch"
"36843","BOCK","b","17","10","investigators",5,182,174,100,"mismatch"
"36844","BOCK","b","17","10","allegedly",6,182,173,100,"mismatch"
"36845","BOCK","b","17","10","was",7,182,171,100,"mismatch"
"36846","BOCK","b","17","10","received",8,182,193,100,"mismatch"
"36847","BOCK","b","17","10","in",9,182,215,100,"mismatch"
"36848","BOCK","b","17","10","San",10,182,196,100,"mismatch"
"36849","BOCK","b","17","10","Francisco",11,182,182,100,"mismatch"
"36850","BOCK","b","17","10","in",12,182,169,100,"mismatch"
"36851","BOCK","b","17","10","late",13,182,191,100,"mismatch"
"36852","BOCK","b","17","10","March.",14,182,185,100,"mismatch"
"37061","BOCK","a","12","10","The",1,195,196,0,"match"
"37062","BOCK","a","12","10","flaw",2,195,205,0,"match"
"37063","BOCK","a","12","10","in",3,195,251,0,"match"
"37064","BOCK","a","12","10","the",4,195,273,0,"match"
"37065","BOCK","a","12","10","argument",5,195,194,0,"match"
"37066","BOCK","a","12","10","usually",6,195,191,0,"match"
"37067","BOCK","a","12","10","was",7,195,229,0,"match"
"37068","BOCK","a","12","10","clear",8,195,231,0,"match"
"37069","BOCK","a","12","10","to",9,195,240,0,"match"
"37070","BOCK","a","12","10","everyone",10,195,223,0,"match"
"37071","BOCK","a","12","10","in",11,195,223,0,"match"
"37072","BOCK","a","12","10","the",12,195,193,0,"match"
"37073","BOCK","a","12","10","lecture",13,195,190,0,"match"
"37074","BOCK","a","12","10","hall",14,195,386,0,"match"
"37075","BOCK","a","12","10","after",15,195,198,0,"match"
"37076","BOCK","a","12","10","just",16,195,188,0,"match"
"37077","BOCK","a","12","10","five",17,195,163,0,"match"
"37078","BOCK","a","12","10","minutes.",18,195,177,0,"match"
"37198","BOCK","b","19","10","The",1,203,208,100,"mismatch"
"37199","BOCK","b","19","10","warning",2,203,199,100,"mismatch"
"37200","BOCK","b","19","10","from",3,203,186,100,"mismatch"
"37201","BOCK","b","19","10","the",4,203,226,100,"mismatch"
"37202","BOCK","b","19","10","experts",5,203,340,100,"mismatch"
"37203","BOCK","b","19","10","unsurprisingly",6,203,212,100,"mismatch"
"37204","BOCK","b","19","10","was",7,203,234,100,"mismatch"
"37205","BOCK","b","19","10","a",8,203,196,100,"mismatch"
"37206","BOCK","b","19","10","shock",9,203,202,100,"mismatch"
"37207","BOCK","b","19","10","to",10,203,157,100,"mismatch"
"37208","BOCK","b","19","10","the",11,203,238,100,"mismatch"
"37209","BOCK","b","19","10","residents",12,203,153,100,"mismatch"
"37210","BOCK","b","19","10","of",13,203,270,100,"mismatch"
"37211","BOCK","b","19","10","the",14,203,203,100,"mismatch"
"37212","BOCK","b","19","10","city.",15,203,274,100,"mismatch"
"37308","BOCK","a","2","10","The",1,209,197,100,"match"
