"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","match"
"64019","BOCK","b","13","18","The",1,14,464,100,"mismatch"
"64020","BOCK","b","13","18","door",2,14,507,100,"mismatch"
"64021","BOCK","b","13","18","to",3,14,312,100,"mismatch"
"64022","BOCK","b","13","18","the",4,14,283,100,"mismatch"
"64023","BOCK","b","13","18","laboratories",5,14,296,100,"mismatch"
"64024","BOCK","b","13","18","accidentally",6,14,489,100,"mismatch"
"64025","BOCK","b","13","18","was",7,14,423,100,"mismatch"
"64026","BOCK","b","13","18","left",8,14,328,100,"mismatch"
"64027","BOCK","b","13","18","unlocked",9,14,350,100,"mismatch"
"64028","BOCK","b","13","18","by",10,14,347,100,"mismatch"
"64029","BOCK","b","13","18","the",11,14,261,100,"mismatch"
"64030","BOCK","b","13","18","cleaning",12,14,350,100,"mismatch"
"64031","BOCK","b","13","18","service.",13,14,380,100,"mismatch"
"64064","BOCK","a","24","18","The",1,17,316,100,"match"
"64065","BOCK","a","24","18","gate",2,17,407,100,"match"
"64066","BOCK","a","24","18","to",3,17,323,100,"match"
"64067","BOCK","a","24","18","the",4,17,283,100,"match"
"64068","BOCK","a","24","18","pasture",5,17,296,100,"match"
"64069","BOCK","a","24","18","evidently",6,17,331,100,"match"
"64070","BOCK","a","24","18","was",7,17,326,100,"match"
"64071","BOCK","a","24","18","falling",8,17,312,100,"match"
"64072","BOCK","a","24","18","down",9,17,522,100,"match"
"64073","BOCK","a","24","18","due",10,17,358,100,"match"
"64074","BOCK","a","24","18","to",11,17,353,100,"match"
"64075","BOCK","a","24","18","disrepair.",12,17,423,100,"match"
"64209","BOCK","a","8","18","The",1,26,310,100,"match"
"64210","BOCK","a","8","18","defect",2,26,792,100,"match"
"64211","BOCK","a","8","18","in",3,26,375,100,"match"
"64212","BOCK","a","8","18","the",4,26,242,100,"match"
"64213","BOCK","a","8","18","appliance",5,26,309,100,"match"
"64214","BOCK","a","8","18","likely",6,26,3790,100,"match"
"64215","BOCK","a","8","18","was",7,26,623,100,"match"
"64216","BOCK","a","8","18","unknown",8,26,339,100,"match"
"64217","BOCK","a","8","18","to",9,26,304,100,"match"
"64218","BOCK","a","8","18","consumers",10,26,255,100,"match"
"64219","BOCK","a","8","18","and",11,26,296,100,"match"
"64220","BOCK","a","8","18","government",12,26,333,100,"match"
"64221","BOCK","a","8","18","regulators.",13,26,338,100,"match"
"64356","BOCK","b","21","18","The",1,35,309,100,"mismatch"
"64357","BOCK","b","21","18","gift",2,35,425,100,"mismatch"
"64358","BOCK","b","21","18","from",3,35,317,100,"mismatch"
"64359","BOCK","b","21","18","the",4,35,266,100,"mismatch"
"64360","BOCK","b","21","18","visitors",5,35,762,100,"mismatch"
"64361","BOCK","b","21","18","apparently",6,35,733,100,"mismatch"
"64362","BOCK","b","21","18","was",7,35,485,100,"mismatch"
"64363","BOCK","b","21","18","a",8,35,321,100,"mismatch"
"64364","BOCK","b","21","18","beautiful",9,35,337,100,"mismatch"
"64365","BOCK","b","21","18","clock",10,35,304,100,"mismatch"
"64366","BOCK","b","21","18","from",11,35,342,100,"mismatch"
"64367","BOCK","b","21","18","Germany.",12,35,452,100,"mismatch"
"64558","BOCK","b","3","18","The",1,46,369,100,"mismatch"
"64559","BOCK","b","3","18","mistake",2,46,401,100,"mismatch"
"64560","BOCK","b","3","18","in",3,46,295,100,"mismatch"
"64561","BOCK","b","3","18","the",4,46,285,100,"mismatch"
"64562","BOCK","b","3","18","programs",5,46,309,100,"mismatch"
"64563","BOCK","b","3","18","certainly",6,46,670,100,"mismatch"
"64564","BOCK","b","3","18","was",7,46,285,100,"mismatch"
"64565","BOCK","b","3","18","disastrous",8,46,331,100,"mismatch"
"64566","BOCK","b","3","18","for",9,46,738,100,"mismatch"
"64567","BOCK","b","3","18","the",10,46,361,100,"mismatch"
"64568","BOCK","b","3","18","small",11,46,326,100,"mismatch"
"64569","BOCK","b","3","18","software",12,46,307,100,"mismatch"
"64570","BOCK","b","3","18","company.",13,46,350,100,"mismatch"
"64813","BOCK","a","10","18","The",1,61,318,100,"match"
"64814","BOCK","a","10","18","advertisement",2,61,342,100,"match"
"64815","BOCK","a","10","18","on",3,61,471,100,"match"
"64816","BOCK","a","10","18","the",4,61,269,100,"match"
"64817","BOCK","a","10","18","skyscraper",5,61,298,100,"match"
"64818","BOCK","a","10","18","typically",6,61,463,100,"match"
"64819","BOCK","a","10","18","was",7,61,299,100,"match"
"64820","BOCK","a","10","18","hard",8,61,258,100,"match"
"64821","BOCK","a","10","18","to",9,61,328,100,"match"
"64822","BOCK","a","10","18","read",10,61,269,100,"match"
"64823","BOCK","a","10","18","except",11,61,323,100,"match"
"64824","BOCK","a","10","18","from",12,61,547,100,"match"
"64825","BOCK","a","10","18","a",13,61,337,100,"match"
"64826","BOCK","a","10","18","long",14,61,266,100,"match"
"64827","BOCK","a","10","18","distance",15,61,336,100,"match"
"64828","BOCK","a","10","18","away.",16,61,1238,100,"match"
"64911","BOCK","b","9","18","The",1,67,362,0,"mismatch"
"64912","BOCK","b","9","18","citation",2,67,360,0,"mismatch"
"64913","BOCK","b","9","18","on",3,67,347,0,"mismatch"
"64914","BOCK","b","9","18","the",4,67,331,0,"mismatch"
"64915","BOCK","b","9","18","notecards",5,67,277,0,"mismatch"
"64916","BOCK","b","9","18","unfortunately",6,67,290,0,"mismatch"
"64917","BOCK","b","9","18","was",7,67,306,0,"mismatch"
"64918","BOCK","b","9","18","quite",8,67,250,0,"mismatch"
"64919","BOCK","b","9","18","difficult",9,67,317,0,"mismatch"
"64920","BOCK","b","9","18","to",10,67,507,0,"mismatch"
"64921","BOCK","b","9","18","track",11,67,296,0,"mismatch"
"64922","BOCK","b","9","18","down",12,67,242,0,"mismatch"
"64923","BOCK","b","9","18","using",13,67,299,0,"mismatch"
"64924","BOCK","b","9","18","the",14,67,310,0,"mismatch"
"64925","BOCK","b","9","18","library's",15,67,310,0,"mismatch"
"64926","BOCK","b","9","18","limited",16,67,323,0,"mismatch"
"64927","BOCK","b","9","18","resources.",17,67,1821,0,"mismatch"
"64947","BOCK","a","22","18","The",1,69,297,100,"match"
"64948","BOCK","a","22","18","path",2,69,315,100,"match"
"64949","BOCK","a","22","18","to",3,69,320,100,"match"
"64950","BOCK","a","22","18","the",4,69,288,100,"match"
"64951","BOCK","a","22","18","monument",5,69,286,100,"match"
"64952","BOCK","a","22","18","happily",6,69,726,100,"match"
"64953","BOCK","a","22","18","was",7,69,320,100,"match"
"64954","BOCK","a","22","18","lined",8,69,261,100,"match"
"64955","BOCK","a","22","18","with",9,69,242,100,"match"
"64956","BOCK","a","22","18","lovely",10,69,258,100,"match"
"64957","BOCK","a","22","18","trees",11,69,263,100,"match"
"64958","BOCK","a","22","18","and",12,69,320,100,"match"
"64959","BOCK","a","22","18","flowers.",13,69,368,100,"match"
"65098","BOCK","b","17","18","The",1,78,351,100,"mismatch"
"65099","BOCK","b","17","18","letter",2,78,303,100,"mismatch"
"65100","BOCK","b","17","18","from",3,78,286,100,"mismatch"
"65101","BOCK","b","17","18","the",4,78,301,100,"mismatch"
"65102","BOCK","b","17","18","investigators",5,78,331,100,"mismatch"
"65103","BOCK","b","17","18","allegedly",6,78,862,100,"mismatch"
"65104","BOCK","b","17","18","was",7,78,616,100,"mismatch"
"65105","BOCK","b","17","18","received",8,78,433,100,"mismatch"
"65106","BOCK","b","17","18","in",9,78,326,100,"mismatch"
"65107","BOCK","b","17","18","San",10,78,369,100,"mismatch"
"65108","BOCK","b","17","18","Francisco",11,78,351,100,"mismatch"
"65109","BOCK","b","17","18","in",12,78,320,100,"mismatch"
"65110","BOCK","b","17","18","late",13,78,577,100,"mismatch"
"65111","BOCK","b","17","18","March.",14,78,391,100,"mismatch"
"65163","BOCK","a","18","18","The",1,82,302,100,"match"
"65164","BOCK","a","18","18","entrance",2,82,374,100,"match"
"65165","BOCK","a","18","18","to",3,82,277,100,"match"
"65166","BOCK","a","18","18","the",4,82,259,100,"match"
"65167","BOCK","a","18","18","exhibit",5,82,264,100,"match"
"65168","BOCK","a","18","18","evidently",6,82,336,100,"match"
"65169","BOCK","a","18","18","was",7,82,344,100,"match"
"65170","BOCK","a","18","18","hard",8,82,280,100,"match"
"65171","BOCK","a","18","18","to",9,82,256,100,"match"
"65172","BOCK","a","18","18","locate",10,82,266,100,"match"
"65173","BOCK","a","18","18","on",11,82,280,100,"match"
"65174","BOCK","a","18","18","the",12,82,259,100,"match"
"65175","BOCK","a","18","18","diagram.",13,82,282,100,"match"
"65245","BOCK","a","14","18","The",1,87,331,100,"match"
"65246","BOCK","a","14","18","memo",2,87,301,100,"match"
"65247","BOCK","a","14","18","from",3,87,719,100,"match"
"65248","BOCK","a","14","18","the",4,87,325,100,"match"
"65249","BOCK","a","14","18","supervisor",5,87,374,100,"match"
"65250","BOCK","a","14","18","unfortunately",6,87,398,100,"match"
"65251","BOCK","a","14","18","was",7,87,349,100,"match"
"65252","BOCK","a","14","18","about",8,87,339,100,"match"
"65253","BOCK","a","14","18","the",9,87,1006,100,"match"
"65254","BOCK","a","14","18","delinquent",10,87,403,100,"match"
"65255","BOCK","a","14","18","tax",11,87,768,100,"match"
"65256","BOCK","a","14","18","return.",12,87,355,100,"match"
"65925","BOCK","a","12","18","The",1,126,250,100,"match"
"65926","BOCK","a","12","18","flaw",2,126,339,100,"match"
"65927","BOCK","a","12","18","in",3,126,285,100,"match"
"65928","BOCK","a","12","18","the",4,126,236,100,"match"
"65929","BOCK","a","12","18","argument",5,126,280,100,"match"
"65930","BOCK","a","12","18","usually",6,126,269,100,"match"
"65931","BOCK","a","12","18","was",7,126,313,100,"match"
"65932","BOCK","a","12","18","clear",8,126,301,100,"match"
"65933","BOCK","a","12","18","to",9,126,305,100,"match"
"65934","BOCK","a","12","18","everyone",10,126,288,100,"match"
"65935","BOCK","a","12","18","in",11,126,294,100,"match"
"65936","BOCK","a","12","18","the",12,126,247,100,"match"
"65937","BOCK","a","12","18","lecture",13,126,239,100,"match"
"65938","BOCK","a","12","18","hall",14,126,283,100,"match"
"65939","BOCK","a","12","18","after",15,126,299,100,"match"
"65940","BOCK","a","12","18","just",16,126,261,100,"match"
"65941","BOCK","a","12","18","five",17,126,247,100,"match"
"65942","BOCK","a","12","18","minutes.",18,126,361,100,"match"
"65996","BOCK","b","11","18","The",1,130,324,100,"mismatch"
"65997","BOCK","b","11","18","traitor",2,130,388,100,"mismatch"
"65998","BOCK","b","11","18","in",3,130,379,100,"mismatch"
"65999","BOCK","b","11","18","the",4,130,245,100,"mismatch"
"66000","BOCK","b","11","18","camps",5,130,331,100,"mismatch"
"66001","BOCK","b","11","18","regrettably",6,130,1375,100,"mismatch"
"66002","BOCK","b","11","18","was",7,130,329,100,"mismatch"
"66003","BOCK","b","11","18","passing",8,130,393,100,"mismatch"
"66004","BOCK","b","11","18","information",9,130,404,100,"mismatch"
"66005","BOCK","b","11","18","to",10,130,369,100,"mismatch"
"66006","BOCK","b","11","18","the",11,130,320,100,"mismatch"
"66007","BOCK","b","11","18","enemy",12,130,334,100,"mismatch"
"66008","BOCK","b","11","18","through",13,130,314,100,"mismatch"
"66009","BOCK","b","11","18","various",14,130,246,100,"mismatch"
"66010","BOCK","b","11","18","secret",15,130,325,100,"mismatch"
"66011","BOCK","b","11","18","methods.",16,130,380,100,"mismatch"
"66249","BOCK","a","20","18","The",1,145,311,100,"match"
"66250","BOCK","a","20","18","bridge",2,145,552,100,"match"
"66251","BOCK","a","20","18","to",3,145,345,100,"match"
"66252","BOCK","a","20","18","the",4,145,928,100,"match"
"66253","BOCK","a","20","18","island",5,145,516,100,"match"
"66254","BOCK","a","20","18","apparently",6,145,471,100,"match"
"66255","BOCK","a","20","18","was",7,145,623,100,"match"
"66256","BOCK","a","20","18","about",8,145,375,100,"match"
"66257","BOCK","a","20","18","ten",9,145,307,100,"match"
"66258","BOCK","a","20","18","miles",10,145,294,100,"match"
"66259","BOCK","a","20","18","off",11,145,310,100,"match"
"66260","BOCK","a","20","18","the",12,145,372,100,"match"
"66261","BOCK","a","20","18","main",13,145,388,100,"match"
"66262","BOCK","a","20","18","highway.",14,145,391,100,"match"
"66367","BOCK","a","16","18","The",1,152,382,100,"match"
"66368","BOCK","a","16","18","key",2,152,317,100,"match"
"66369","BOCK","a","16","18","to",3,152,312,100,"match"
"66370","BOCK","a","16","18","the",4,152,255,100,"match"
"66371","BOCK","a","16","18","cell",5,152,274,100,"match"
"66372","BOCK","a","16","18","unsurprisingly",6,152,282,100,"match"
"66373","BOCK","a","16","18","was",7,152,681,100,"match"
"66374","BOCK","a","16","18","rusty",8,152,331,100,"match"
"66375","BOCK","a","16","18","from",9,152,415,100,"match"
"66376","BOCK","a","16","18","many",10,152,329,100,"match"
"66377","BOCK","a","16","18","years",11,152,350,100,"match"
"66378","BOCK","a","16","18","of",12,152,285,100,"match"
"66379","BOCK","a","16","18","disuse.",13,152,393,100,"match"
"66449","BOCK","b","15","18","The",1,157,307,100,"mismatch"
"66450","BOCK","b","15","18","check",2,157,233,100,"mismatch"
"66451","BOCK","b","15","18","from",3,157,288,100,"mismatch"
"66452","BOCK","b","15","18","the",4,157,237,100,"mismatch"
"66453","BOCK","b","15","18","stockbrokers",5,157,304,100,"mismatch"
"66454","BOCK","b","15","18","happily",6,157,325,100,"mismatch"
"66455","BOCK","b","15","18","was",7,157,310,100,"mismatch"
"66456","BOCK","b","15","18","a",8,157,296,100,"mismatch"
"66457","BOCK","b","15","18","dividend",9,157,222,100,"mismatch"
"66458","BOCK","b","15","18","on",10,157,315,100,"mismatch"
"66459","BOCK","b","15","18","a",11,157,1120,100,"mismatch"
"66460","BOCK","b","15","18","long-term",12,157,317,100,"mismatch"
"66461","BOCK","b","15","18","bond.",13,157,639,100,"mismatch"
"66472","BOCK","b","1","18","The",1,159,278,100,"mismatch"
"66473","BOCK","b","1","18","slogan",2,159,304,100,"mismatch"
"66474","BOCK","b","1","18","on",3,159,285,100,"mismatch"
"66475","BOCK","b","1","18","the",4,159,241,100,"mismatch"
"66476","BOCK","b","1","18","posters",5,159,293,100,"mismatch"
"66477","BOCK","b","1","18","unsurprisingly",6,159,265,100,"mismatch"
"66478","BOCK","b","1","18","was",7,159,330,100,"mismatch"
"66479","BOCK","b","1","18","designed",8,159,301,100,"mismatch"
"66480","BOCK","b","1","18","to",9,159,580,100,"mismatch"
"66481","BOCK","b","1","18","get",10,159,435,100,"mismatch"
"66482","BOCK","b","1","18","attention.",11,159,1265,100,"mismatch"
"66534","BOCK","b","19","18","The",1,163,360,100,"mismatch"
"66535","BOCK","b","19","18","warning",2,163,271,100,"mismatch"
"66536","BOCK","b","19","18","from",3,163,517,100,"mismatch"
"66537","BOCK","b","19","18","the",4,163,677,100,"mismatch"
"66538","BOCK","b","19","18","experts",5,163,288,100,"mismatch"
"66539","BOCK","b","19","18","unsurprisingly",6,163,304,100,"mismatch"
"66540","BOCK","b","19","18","was",7,163,285,100,"mismatch"
"66541","BOCK","b","19","18","a",8,163,299,100,"mismatch"
"66542","BOCK","b","19","18","shock",9,163,258,100,"mismatch"
"66543","BOCK","b","19","18","to",10,163,274,100,"mismatch"
"66544","BOCK","b","19","18","the",11,163,293,100,"mismatch"
"66545","BOCK","b","19","18","residents",12,163,252,100,"mismatch"
"66546","BOCK","b","19","18","of",13,163,301,100,"mismatch"
"66547","BOCK","b","19","18","the",14,163,285,100,"mismatch"
"66548","BOCK","b","19","18","city.",15,163,320,100,"mismatch"
"66705","BOCK","b","23","18","The",1,173,267,100,"mismatch"
"66706","BOCK","b","23","18","message",2,173,342,100,"mismatch"
"66707","BOCK","b","23","18","from",3,173,331,100,"mismatch"
"66708","BOCK","b","23","18","the",4,173,290,100,"mismatch"
"66709","BOCK","b","23","18","engineers",5,173,374,100,"mismatch"
"66710","BOCK","b","23","18","regrettably",6,173,300,100,"mismatch"
"66711","BOCK","b","23","18","was",7,173,312,100,"mismatch"
"66712","BOCK","b","23","18","about",8,173,361,100,"mismatch"
"66713","BOCK","b","23","18","the",9,173,272,100,"mismatch"
"66714","BOCK","b","23","18","recent",10,173,261,100,"mismatch"
"66715","BOCK","b","23","18","weakening",11,173,312,100,"mismatch"
"66716","BOCK","b","23","18","to",12,173,307,100,"mismatch"
"66717","BOCK","b","23","18","the",13,173,285,100,"mismatch"
"66718","BOCK","b","23","18","building's",14,173,279,100,"mismatch"
"66719","BOCK","b","23","18","structural",15,173,377,100,"mismatch"
"66720","BOCK","b","23","18","supports.",16,173,295,100,"mismatch"
"66855","BOCK","b","5","18","The",1,182,319,100,"mismatch"
"66856","BOCK","b","5","18","problem",2,182,326,100,"mismatch"
"66857","BOCK","b","5","18","in",3,182,269,100,"mismatch"
"66858","BOCK","b","5","18","the",4,182,267,100,"mismatch"
"66859","BOCK","b","5","18","stores",5,182,307,100,"mismatch"
"66860","BOCK","b","5","18","ultimately",6,182,282,100,"mismatch"
"66861","BOCK","b","5","18","was",7,182,280,100,"mismatch"
"66862","BOCK","b","5","18","solved",8,182,294,100,"mismatch"
"66863","BOCK","b","5","18","by",9,182,273,100,"mismatch"
"66864","BOCK","b","5","18","firing",10,182,254,100,"mismatch"
"66865","BOCK","b","5","18","the",11,182,291,100,"mismatch"
"66866","BOCK","b","5","18","custodian.",12,182,358,100,"mismatch"
"66887","BOCK","a","6","18","The",1,184,335,0,"match"
"66888","BOCK","a","6","18","name",2,184,493,0,"match"
"66889","BOCK","a","6","18","on",3,184,269,0,"match"
"66890","BOCK","a","6","18","the",4,184,275,0,"match"
"66891","BOCK","a","6","18","billboard",5,184,261,0,"match"
"66892","BOCK","a","6","18","probably",6,184,301,0,"match"
"66893","BOCK","a","6","18","was",7,184,244,0,"match"
"66894","BOCK","a","6","18","of",8,184,288,0,"match"
"66895","BOCK","a","6","18","a",9,184,238,0,"match"
"66896","BOCK","a","6","18","prominent",10,184,271,0,"match"
"66897","BOCK","a","6","18","local",11,184,277,0,"match"
"66898","BOCK","a","6","18","businessman.",12,184,288,0,"match"
"67159","BOCK","a","2","18","The",1,200,310,0,"match"
"67160","BOCK","a","2","18","picture",2,200,320,0,"match"
"67161","BOCK","a","2","18","on",3,200,326,0,"match"
"67162","BOCK","a","2","18","the",4,200,266,0,"match"
"67163","BOCK","a","2","18","flier",5,200,293,0,"match"
"67164","BOCK","a","2","18","definitely",6,200,811,0,"match"
"67165","BOCK","a","2","18","was",7,200,868,0,"match"
"67166","BOCK","a","2","18","of",8,200,645,0,"match"
"67167","BOCK","a","2","18","a",9,200,324,0,"match"
"67168","BOCK","a","2","18","village",10,200,366,0,"match"
"67169","BOCK","a","2","18","church",11,200,352,0,"match"
"67170","BOCK","a","2","18","in",12,200,831,0,"match"
"67171","BOCK","a","2","18","the",13,200,615,0,"match"
"67172","BOCK","a","2","18","south",14,200,491,0,"match"
"67173","BOCK","a","2","18","of",15,200,361,0,"match"
"67174","BOCK","a","2","18","France.",16,200,755,0,"match"
"67214","BOCK","b","7","18","The",1,203,323,100,"mismatch"
"67215","BOCK","b","7","18","crime",2,203,312,100,"mismatch"
"67216","BOCK","b","7","18","in",3,203,285,100,"mismatch"
"67217","BOCK","b","7","18","the",4,203,272,100,"mismatch"
"67218","BOCK","b","7","18","suburbs",5,203,307,100,"mismatch"
"67219","BOCK","b","7","18","doubtlessly",6,203,301,100,"mismatch"
"67220","BOCK","b","7","18","was",7,203,536,100,"mismatch"
"67221","BOCK","b","7","18","a",8,203,329,100,"mismatch"
"67222","BOCK","b","7","18","reflection",9,203,337,100,"mismatch"
"67223","BOCK","b","7","18","of",10,203,328,100,"mismatch"
"67224","BOCK","b","7","18","the",11,203,642,100,"mismatch"
"67225","BOCK","b","7","18","violence",12,203,334,100,"mismatch"
"67226","BOCK","b","7","18","in",13,203,337,100,"mismatch"
"67227","BOCK","b","7","18","today's",14,203,283,100,"mismatch"
"67228","BOCK","b","7","18","society.",15,203,528,100,"mismatch"
"67327","BOCK","a","4","18","The",1,210,345,100,"match"
"67328","BOCK","a","4","18","label",2,210,282,100,"match"
"67329","BOCK","a","4","18","on",3,210,274,100,"match"
"67330","BOCK","a","4","18","the",4,210,275,100,"match"
"67331","BOCK","a","4","18","container",5,210,266,100,"match"
"67332","BOCK","a","4","18","probably",6,210,312,100,"match"
"67333","BOCK","a","4","18","was",7,210,266,100,"match"
"67334","BOCK","a","4","18","a",8,210,299,100,"match"
"67335","BOCK","a","4","18","warning",9,210,287,100,"match"
"67336","BOCK","a","4","18","about",10,210,266,100,"match"
"67337","BOCK","a","4","18","the",11,210,291,100,"match"
"67338","BOCK","a","4","18","hazardous",12,210,225,100,"match"
"67339","BOCK","a","4","18","chemicals",13,210,466,100,"match"
"67340","BOCK","a","4","18","inside.",14,210,344,100,"match"
"67736","BOCK","a","21","19","The",1,11,384,100,"match"
"67737","BOCK","a","21","19","gift",2,11,354,100,"match"
"67738","BOCK","a","21","19","from",3,11,335,100,"match"
"67739","BOCK","a","21","19","the",4,11,289,100,"match"
"67740","BOCK","a","21","19","visitor",5,11,378,100,"match"
"67741","BOCK","a","21","19","apparently",6,11,346,100,"match"
"67742","BOCK","a","21","19","was",7,11,370,100,"match"
"67743","BOCK","a","21","19","a",8,11,341,100,"match"
"67744","BOCK","a","21","19","beautiful",9,11,392,100,"match"
"67745","BOCK","a","21","19","clock",10,11,294,100,"match"
"67746","BOCK","a","21","19","from",11,11,295,100,"match"
"67747","BOCK","a","21","19","Germany.",12,11,347,100,"match"
"67762","BOCK","a","17","19","The",1,13,411,100,"match"
"67763","BOCK","a","17","19","letter",2,13,397,100,"match"
"67764","BOCK","a","17","19","from",3,13,337,100,"match"
"67765","BOCK","a","17","19","the",4,13,326,100,"match"
"67766","BOCK","a","17","19","investigator",5,13,429,100,"match"
"67767","BOCK","a","17","19","allegedly",6,13,407,100,"match"
"67768","BOCK","a","17","19","was",7,13,394,100,"match"
"67769","BOCK","a","17","19","received",8,13,416,100,"match"
"67770","BOCK","a","17","19","in",9,13,375,100,"match"
"67771","BOCK","a","17","19","San",10,13,427,100,"match"
"67772","BOCK","a","17","19","Francisco",11,13,580,100,"match"
"67773","BOCK","a","17","19","in",12,13,437,100,"match"
"67774","BOCK","a","17","19","late",13,13,381,100,"match"
"67775","BOCK","a","17","19","March.",14,13,364,100,"match"
"67878","BOCK","a","1","19","The",1,20,414,100,"match"
"67879","BOCK","a","1","19","slogan",2,20,381,100,"match"
"67880","BOCK","a","1","19","on",3,20,402,100,"match"
"67881","BOCK","a","1","19","the",4,20,370,100,"match"
"67882","BOCK","a","1","19","poster",5,20,373,100,"match"
"67883","BOCK","a","1","19","unsurprisingly",6,20,383,100,"match"
"67884","BOCK","a","1","19","was",7,20,515,100,"match"
"67885","BOCK","a","1","19","designed",8,20,375,100,"match"
"67886","BOCK","a","1","19","to",9,20,313,100,"match"
"67887","BOCK","a","1","19","get",10,20,387,100,"match"
"67888","BOCK","a","1","19","attention.",11,20,356,100,"match"
"67965","BOCK","b","12","19","The",1,26,474,0,"mismatch"
"67966","BOCK","b","12","19","flaw",2,26,701,0,"mismatch"
"67967","BOCK","b","12","19","in",3,26,453,0,"mismatch"
"67968","BOCK","b","12","19","the",4,26,273,0,"mismatch"
"67969","BOCK","b","12","19","arguments",5,26,429,0,"mismatch"
"67970","BOCK","b","12","19","usually",6,26,353,0,"mismatch"
"67971","BOCK","b","12","19","was",7,26,364,0,"mismatch"
"67972","BOCK","b","12","19","clear",8,26,392,0,"mismatch"
"67973","BOCK","b","12","19","to",9,26,726,0,"mismatch"
"67974","BOCK","b","12","19","everyone",10,26,357,0,"mismatch"
"67975","BOCK","b","12","19","in",11,26,378,0,"mismatch"
"67976","BOCK","b","12","19","the",12,26,292,0,"mismatch"
"67977","BOCK","b","12","19","lecture",13,26,421,0,"mismatch"
"67978","BOCK","b","12","19","hall",14,26,400,0,"mismatch"
"67979","BOCK","b","12","19","after",15,26,407,0,"mismatch"
"67980","BOCK","b","12","19","just",16,26,462,0,"mismatch"
"67981","BOCK","b","12","19","five",17,26,289,0,"mismatch"
"67982","BOCK","b","12","19","minutes.",18,26,351,0,"mismatch"
"68034","BOCK","a","7","19","The",1,30,985,100,"match"
"68035","BOCK","a","7","19","crime",2,30,389,100,"match"
"68036","BOCK","a","7","19","in",3,30,330,100,"match"
"68037","BOCK","a","7","19","the",4,30,292,100,"match"
"68038","BOCK","a","7","19","suburb",5,30,289,100,"match"
"68039","BOCK","a","7","19","doubtlessly",6,30,364,100,"match"
"68040","BOCK","a","7","19","was",7,30,855,100,"match"
"68041","BOCK","a","7","19","a",8,30,281,100,"match"
"68042","BOCK","a","7","19","reflection",9,30,394,100,"match"
"68043","BOCK","a","7","19","of",10,30,285,100,"match"
"68044","BOCK","a","7","19","the",11,30,282,100,"match"
"68045","BOCK","a","7","19","violence",12,30,309,100,"match"
"68046","BOCK","a","7","19","in",13,30,378,100,"match"
"68047","BOCK","a","7","19","today's",14,30,287,100,"match"
"68048","BOCK","a","7","19","society.",15,30,642,100,"match"
"68173","BOCK","b","18","19","The",1,38,322,100,"mismatch"
"68174","BOCK","b","18","19","entrance",2,38,275,100,"mismatch"
"68175","BOCK","b","18","19","to",3,38,308,100,"mismatch"
"68176","BOCK","b","18","19","the",4,38,273,100,"mismatch"
"68177","BOCK","b","18","19","exhibits",5,38,287,100,"mismatch"
"68178","BOCK","b","18","19","evidently",6,38,318,100,"mismatch"
"68179","BOCK","b","18","19","was",7,38,365,100,"mismatch"
"68180","BOCK","b","18","19","hard",8,38,279,100,"mismatch"
"68181","BOCK","b","18","19","to",9,38,300,100,"mismatch"
"68182","BOCK","b","18","19","locate",10,38,338,100,"mismatch"
"68183","BOCK","b","18","19","on",11,38,299,100,"mismatch"
"68184","BOCK","b","18","19","the",12,38,305,100,"mismatch"
"68185","BOCK","b","18","19","diagram.",13,38,332,100,"mismatch"
"68306","BOCK","a","9","19","The",1,46,266,100,"match"
"68307","BOCK","a","9","19","citation",2,46,328,100,"match"
"68308","BOCK","a","9","19","on",3,46,363,100,"match"
"68309","BOCK","a","9","19","the",4,46,282,100,"match"
"68310","BOCK","a","9","19","notecard",5,46,284,100,"match"
"68311","BOCK","a","9","19","unfortunately",6,46,367,100,"match"
"68312","BOCK","a","9","19","was",7,46,357,100,"match"
"68313","BOCK","a","9","19","quite",8,46,333,100,"match"
"68314","BOCK","a","9","19","difficult",9,46,338,100,"match"
"68315","BOCK","a","9","19","to",10,46,536,100,"match"
"68316","BOCK","a","9","19","track",11,46,292,100,"match"
"68317","BOCK","a","9","19","down",12,46,357,100,"match"
"68318","BOCK","a","9","19","using",13,46,389,100,"match"
"68319","BOCK","a","9","19","the",14,46,347,100,"match"
"68320","BOCK","a","9","19","library's",15,46,301,100,"match"
"68321","BOCK","a","9","19","limited",16,46,330,100,"match"
"68322","BOCK","a","9","19","resources.",17,46,400,100,"match"
"68448","BOCK","b","16","19","The",1,55,226,100,"mismatch"
"68449","BOCK","b","16","19","key",2,55,249,100,"mismatch"
"68450","BOCK","b","16","19","to",3,55,285,100,"mismatch"
"68451","BOCK","b","16","19","the",4,55,255,100,"mismatch"
"68452","BOCK","b","16","19","cells",5,55,239,100,"mismatch"
"68453","BOCK","b","16","19","unsurprisingly",6,55,243,100,"mismatch"
"68454","BOCK","b","16","19","was",7,55,276,100,"mismatch"
"68455","BOCK","b","16","19","rusty",8,55,328,100,"mismatch"
"68456","BOCK","b","16","19","from",9,55,249,100,"mismatch"
"68457","BOCK","b","16","19","many",10,55,287,100,"mismatch"
"68458","BOCK","b","16","19","years",11,55,279,100,"mismatch"
"68459","BOCK","b","16","19","of",12,55,237,100,"mismatch"
"68460","BOCK","b","16","19","disuse.",13,55,419,100,"mismatch"
