"","Experiment","Condition","Item","Subj","Word","Region","Presentation","RT","QPCT","gramm","rchead","rcsubj","List"
"2351","BAKER","h","40","1","the",4,141,201,100,"gram","pl","pl","1"
"2352","BAKER","h","40","1","foreign_diplomats",5,141,220,100,"gram","pl","pl","1"
"2353","BAKER","h","40","1","need",6,141,228,100,"gram","pl","pl","1"
"2354","BAKER","h","40","1","for",7,141,234,100,"gram","pl","pl","1"
"2355","BAKER","h","40","1","communication",8,141,476,100,"gram","pl","pl","1"
"2356","BAKER","h","40","1","were",9,141,229,100,"gram","pl","pl","1"
"2357","BAKER","h","40","1","working",10,141,217,100,"gram","pl","pl","1"
"2358","BAKER","h","40","1","furiously",11,141,216,100,"gram","pl","pl","1"
"2359","BAKER","h","40","1","to",12,141,260,100,"gram","pl","pl","1"
"2360","BAKER","h","40","1","facilitate",13,141,206,100,"gram","pl","pl","1"
"2361","BAKER","h","40","1","peace",14,141,236,100,"gram","pl","pl","1"
"2362","BAKER","h","40","1","talks.",15,141,209,100,"gram","pl","pl","1"
"2377","BAKER","c","3","1","The",1,143,227,100,"ungram","sg","pl","1"
"2378","BAKER","c","3","1","volunteer",2,143,214,100,"ungram","sg","pl","1"
"2379","BAKER","c","3","1","who",3,143,205,100,"ungram","sg","pl","1"
"2380","BAKER","c","3","1","the",4,143,205,100,"ungram","sg","pl","1"
"2381","BAKER","c","3","1","directors",5,143,192,100,"ungram","sg","pl","1"
"2382","BAKER","c","3","1","relies",6,143,204,100,"ungram","sg","pl","1"
"2383","BAKER","c","3","1","on",7,143,217,100,"ungram","sg","pl","1"
"2384","BAKER","c","3","1","completely",8,143,261,100,"ungram","sg","pl","1"
"2385","BAKER","c","3","1","is",9,143,258,100,"ungram","sg","pl","1"
"2386","BAKER","c","3","1","dedicated",10,143,246,100,"ungram","sg","pl","1"
"2387","BAKER","c","3","1","to",11,143,265,100,"ungram","sg","pl","1"
"2388","BAKER","c","3","1","her",12,143,233,100,"ungram","sg","pl","1"
"2389","BAKER","c","3","1","work.",13,143,222,100,"ungram","sg","pl","1"
"2485","BAKER","h","32","1","The",1,149,214,100,"gram","pl","pl","1"
"2486","BAKER","h","32","1","receptionists",2,149,242,100,"gram","pl","pl","1"
"2487","BAKER","h","32","1","who",3,149,217,100,"gram","pl","pl","1"
"2488","BAKER","h","32","1","the",4,149,220,100,"gram","pl","pl","1"
"2489","BAKER","h","32","1","bosses",5,149,236,100,"gram","pl","pl","1"
"2490","BAKER","h","32","1","give",6,149,221,100,"gram","pl","pl","1"
"2491","BAKER","h","32","1","the",7,149,233,100,"gram","pl","pl","1"
"2492","BAKER","h","32","1","biggest",8,149,205,100,"gram","pl","pl","1"
"2493","BAKER","h","32","1","projects",9,149,217,100,"gram","pl","pl","1"
"2494","BAKER","h","32","1","never",10,149,209,100,"gram","pl","pl","1"
"2495","BAKER","h","32","1","fail",11,149,214,100,"gram","pl","pl","1"
"2496","BAKER","h","32","1","to",12,149,214,100,"gram","pl","pl","1"
"2497","BAKER","h","32","1","do",13,149,214,100,"gram","pl","pl","1"
"2498","BAKER","h","32","1","a",14,149,206,100,"gram","pl","pl","1"
"2499","BAKER","h","32","1","stellar",15,149,203,100,"gram","pl","pl","1"
"2500","BAKER","h","32","1","job.",16,149,226,100,"gram","pl","pl","1"
"2679","BAKER","d","20","1","The",1,161,231,100,"gram","sg","pl","1"
"2680","BAKER","d","20","1","pilot",2,161,221,100,"gram","sg","pl","1"
"2681","BAKER","d","20","1","who",3,161,217,100,"gram","sg","pl","1"
"2682","BAKER","d","20","1","the",4,161,217,100,"gram","sg","pl","1"
"2683","BAKER","d","20","1","smugglers",5,161,193,100,"gram","sg","pl","1"
"2684","BAKER","d","20","1","employ",6,161,230,100,"gram","sg","pl","1"
"2685","BAKER","d","20","1","in",7,161,179,100,"gram","sg","pl","1"
"2686","BAKER","d","20","1","Brazil",8,161,218,100,"gram","sg","pl","1"
"2687","BAKER","d","20","1","must",9,161,218,100,"gram","sg","pl","1"
"2688","BAKER","d","20","1","be",10,161,217,100,"gram","sg","pl","1"
"2689","BAKER","d","20","1","discreet",11,161,188,100,"gram","sg","pl","1"
"2690","BAKER","d","20","1","and",12,161,217,100,"gram","sg","pl","1"
"2691","BAKER","d","20","1","good",13,161,237,100,"gram","sg","pl","1"
"2692","BAKER","d","20","1","at",14,161,204,100,"gram","sg","pl","1"
"2693","BAKER","d","20","1","thinking",15,161,237,100,"gram","sg","pl","1"
"2694","BAKER","d","20","1","fast.",16,161,196,100,"gram","sg","pl","1"
"2714","BAKER","f","38","1","The",1,163,198,100,"ungram","pl","sg","1"
"2715","BAKER","f","38","1","students",2,163,209,100,"ungram","pl","sg","1"
"2716","BAKER","f","38","1","who",3,163,193,100,"ungram","pl","sg","1"
"2717","BAKER","f","38","1","the",4,163,234,100,"ungram","pl","sg","1"
"2718","BAKER","f","38","1","bully",5,163,234,100,"ungram","pl","sg","1"
"2719","BAKER","f","38","1","tease",6,163,192,100,"ungram","pl","sg","1"
"2720","BAKER","f","38","1","during",7,163,201,100,"ungram","pl","sg","1"
"2721","BAKER","f","38","1","lunch",8,163,225,100,"ungram","pl","sg","1"
"2722","BAKER","f","38","1","are",9,163,238,100,"ungram","pl","sg","1"
"2723","BAKER","f","38","1","too",10,163,217,100,"ungram","pl","sg","1"
"2724","BAKER","f","38","1","afraid",11,163,213,100,"ungram","pl","sg","1"
"2725","BAKER","f","38","1","to",12,163,209,100,"ungram","pl","sg","1"
"2726","BAKER","f","38","1","tell",13,163,213,100,"ungram","pl","sg","1"
"2727","BAKER","f","38","1","the",14,163,233,100,"ungram","pl","sg","1"
"2728","BAKER","f","38","1","teachers.",15,163,188,100,"ungram","pl","sg","1"
"2855","BAKER","e","21","1","The",1,171,224,100,"gram","pl","sg","1"
"2856","BAKER","e","21","1","orphans",2,171,210,100,"gram","pl","sg","1"
"2857","BAKER","e","21","1","who",3,171,201,100,"gram","pl","sg","1"
"2858","BAKER","e","21","1","the",4,171,198,100,"gram","pl","sg","1"
"2859","BAKER","e","21","1","nun",5,171,210,100,"gram","pl","sg","1"
"2860","BAKER","e","21","1","tutors",6,171,197,100,"gram","pl","sg","1"
"2861","BAKER","e","21","1","in",7,171,206,100,"gram","pl","sg","1"
"2862","BAKER","e","21","1","algebra",8,171,209,100,"gram","pl","sg","1"
"2863","BAKER","e","21","1","lost",9,171,196,100,"gram","pl","sg","1"
"2864","BAKER","e","21","1","their",10,171,205,100,"gram","pl","sg","1"
"2865","BAKER","e","21","1","parents",11,171,218,100,"gram","pl","sg","1"
"2866","BAKER","e","21","1","in",12,171,211,100,"gram","pl","sg","1"
"2867","BAKER","e","21","1","the",13,171,214,100,"gram","pl","sg","1"
"2868","BAKER","e","21","1","ongoing",14,171,205,100,"gram","pl","sg","1"
"2869","BAKER","e","21","1","civil",15,171,206,100,"gram","pl","sg","1"
"2870","BAKER","e","21","1","war.",16,171,193,100,"gram","pl","sg","1"
"2890","BAKER","f","46","1","The",1,173,248,100,"ungram","pl","sg","1"
"2891","BAKER","f","46","1","heiresses",2,173,201,100,"ungram","pl","sg","1"
"2892","BAKER","f","46","1","who",3,173,209,100,"ungram","pl","sg","1"
"2893","BAKER","f","46","1","the",4,173,183,100,"ungram","pl","sg","1"
"2894","BAKER","f","46","1","bachelor",5,173,238,100,"ungram","pl","sg","1"
"2895","BAKER","f","46","1","pursue",6,173,204,100,"ungram","pl","sg","1"
"2896","BAKER","f","46","1","so",7,173,221,100,"ungram","pl","sg","1"
"2897","BAKER","f","46","1","relentlessly",8,173,229,100,"ungram","pl","sg","1"
"2898","BAKER","f","46","1","are",9,173,228,100,"ungram","pl","sg","1"
"2899","BAKER","f","46","1","clever",10,173,236,100,"ungram","pl","sg","1"
"2900","BAKER","f","46","1","and",11,173,224,100,"ungram","pl","sg","1"
"2901","BAKER","f","46","1","won't",12,173,237,100,"ungram","pl","sg","1"
"2902","BAKER","f","46","1","be",13,173,213,100,"ungram","pl","sg","1"
"2903","BAKER","f","46","1","easily",14,173,201,100,"ungram","pl","sg","1"
"2904","BAKER","f","46","1","fooled.",15,173,196,100,"ungram","pl","sg","1"
"2915","BAKER","f","6","1","The",1,175,200,100,"ungram","pl","sg","1"
"2916","BAKER","f","6","1","teenagers",2,175,199,100,"ungram","pl","sg","1"
"2917","BAKER","f","6","1","who",3,175,224,100,"ungram","pl","sg","1"
"2918","BAKER","f","6","1","the",4,175,171,100,"ungram","pl","sg","1"
"2919","BAKER","f","6","1","farmer",5,175,229,100,"ungram","pl","sg","1"
"2920","BAKER","f","6","1","hire",6,175,192,100,"ungram","pl","sg","1"
"2921","BAKER","f","6","1","to",7,175,181,100,"ungram","pl","sg","1"
"2922","BAKER","f","6","1","pick",8,175,227,100,"ungram","pl","sg","1"
"2923","BAKER","f","6","1","fruit",9,175,233,100,"ungram","pl","sg","1"
"2924","BAKER","f","6","1","every",10,175,196,100,"ungram","pl","sg","1"
"2925","BAKER","f","6","1","summer",11,175,201,100,"ungram","pl","sg","1"
"2926","BAKER","f","6","1","usually",12,175,205,100,"ungram","pl","sg","1"
"2927","BAKER","f","6","1","work",13,175,221,100,"ungram","pl","sg","1"
"2928","BAKER","f","6","1","pretty",14,175,206,100,"ungram","pl","sg","1"
"2929","BAKER","f","6","1","hard.",15,175,197,100,"ungram","pl","sg","1"
"3005","BAKER","c","11","1","The",1,181,244,100,"ungram","sg","pl","1"
"3006","BAKER","c","11","1","folk_dancer",2,181,210,100,"ungram","sg","pl","1"
"3007","BAKER","c","11","1","who",3,181,230,100,"ungram","sg","pl","1"
"3008","BAKER","c","11","1","the",4,181,242,100,"ungram","sg","pl","1"
"3009","BAKER","c","11","1","hosts",5,181,188,100,"ungram","sg","pl","1"
"3010","BAKER","c","11","1","praises",6,181,202,100,"ungram","sg","pl","1"
"3011","BAKER","c","11","1","has",7,181,228,100,"ungram","sg","pl","1"
"3012","BAKER","c","11","1","been",8,181,243,100,"ungram","sg","pl","1"
"3013","BAKER","c","11","1","performing",9,181,225,100,"ungram","sg","pl","1"
"3014","BAKER","c","11","1","since",10,181,208,100,"ungram","sg","pl","1"
"3015","BAKER","c","11","1","she",11,181,266,100,"ungram","sg","pl","1"
"3016","BAKER","c","11","1","was",12,181,238,100,"ungram","sg","pl","1"
"3017","BAKER","c","11","1","a",13,181,209,100,"ungram","sg","pl","1"
"3018","BAKER","c","11","1","young",14,181,187,100,"ungram","sg","pl","1"
"3019","BAKER","c","11","1","girl",15,181,235,100,"ungram","sg","pl","1"
"3020","BAKER","c","11","1","in",16,181,239,100,"ungram","sg","pl","1"
"3021","BAKER","c","11","1","Ecuador.",17,181,235,100,"ungram","sg","pl","1"
"3067","BAKER","d","36","1","The",1,185,223,100,"gram","sg","pl","1"
"3068","BAKER","d","36","1","bricklayer",2,185,201,100,"gram","sg","pl","1"
"3069","BAKER","d","36","1","who",3,185,196,100,"gram","sg","pl","1"
"3070","BAKER","d","36","1","the",4,185,206,100,"gram","sg","pl","1"
"3071","BAKER","d","36","1","contractors",5,185,197,100,"gram","sg","pl","1"
"3072","BAKER","d","36","1","assign",6,185,209,100,"gram","sg","pl","1"
"3073","BAKER","d","36","1","to",7,185,208,100,"gram","sg","pl","1"
"3074","BAKER","d","36","1","important",8,185,196,100,"gram","sg","pl","1"
"3075","BAKER","d","36","1","projects",9,185,209,100,"gram","sg","pl","1"
"3076","BAKER","d","36","1","often",10,185,213,100,"gram","sg","pl","1"
"3077","BAKER","d","36","1","doesn't",11,185,213,100,"gram","sg","pl","1"
"3078","BAKER","d","36","1","show",12,185,209,100,"gram","sg","pl","1"
"3079","BAKER","d","36","1","up",13,185,204,100,"gram","sg","pl","1"
"3080","BAKER","d","36","1","on",14,185,168,100,"gram","sg","pl","1"
"3081","BAKER","d","36","1","time.",15,185,357,100,"gram","sg","pl","1"
"3099","BAKER","c","27","1","The",1,187,236,100,"ungram","sg","pl","1"
"3100","BAKER","c","27","1","author",2,187,214,100,"ungram","sg","pl","1"
"3101","BAKER","c","27","1","who",3,187,213,100,"ungram","sg","pl","1"
"3102","BAKER","c","27","1","the",4,187,188,100,"ungram","sg","pl","1"
"3103","BAKER","c","27","1","librarians",5,187,204,100,"ungram","sg","pl","1"
"3104","BAKER","c","27","1","recommends",6,187,200,100,"ungram","sg","pl","1"
"3105","BAKER","c","27","1","for",7,187,192,100,"ungram","sg","pl","1"
"3106","BAKER","c","27","1","summer",8,187,213,100,"ungram","sg","pl","1"
"3107","BAKER","c","27","1","reading",9,187,220,100,"ungram","sg","pl","1"
"3108","BAKER","c","27","1","is",10,187,186,100,"ungram","sg","pl","1"
"3109","BAKER","c","27","1","very",11,187,242,100,"ungram","sg","pl","1"
"3110","BAKER","c","27","1","popular",12,187,193,100,"ungram","sg","pl","1"
"3111","BAKER","c","27","1","in",13,187,225,100,"ungram","sg","pl","1"
"3112","BAKER","c","27","1","India.",14,187,208,100,"ungram","sg","pl","1"
"3265","BAKER","c","19","1","The",1,197,211,100,"ungram","sg","pl","1"
"3266","BAKER","c","19","1","comedian",2,197,198,100,"ungram","sg","pl","1"
"3267","BAKER","c","19","1","who",3,197,202,100,"ungram","sg","pl","1"
"3268","BAKER","c","19","1","the",4,197,197,100,"ungram","sg","pl","1"
"3269","BAKER","c","19","1","prisoners",5,197,188,100,"ungram","sg","pl","1"
"3270","BAKER","c","19","1","finds",6,197,180,100,"ungram","sg","pl","1"
"3271","BAKER","c","19","1","so",7,197,198,100,"ungram","sg","pl","1"
"3272","BAKER","c","19","1","entertaining",8,197,221,100,"ungram","sg","pl","1"
"3273","BAKER","c","19","1","can",9,197,208,100,"ungram","sg","pl","1"
"3274","BAKER","c","19","1","find",10,197,205,100,"ungram","sg","pl","1"
"3275","BAKER","c","19","1","humor",11,197,210,100,"ungram","sg","pl","1"
"3276","BAKER","c","19","1","in",12,197,234,100,"ungram","sg","pl","1"
"3277","BAKER","c","19","1","the",13,197,217,100,"ungram","sg","pl","1"
"3278","BAKER","c","19","1","worst",14,197,188,100,"ungram","sg","pl","1"
"3279","BAKER","c","19","1","situations.",15,197,191,100,"ungram","sg","pl","1"
"3483","BAKER","a","17","1","The",1,211,211,0,"gram","sg","sg","1"
"3484","BAKER","a","17","1","lawyer",2,211,193,0,"gram","sg","sg","1"
"3485","BAKER","a","17","1","who",3,211,189,0,"gram","sg","sg","1"
"3486","BAKER","a","17","1","the",4,211,185,0,"gram","sg","sg","1"
"3487","BAKER","a","17","1","candidate",5,211,177,0,"gram","sg","sg","1"
"3488","BAKER","a","17","1","consults",6,211,185,0,"gram","sg","sg","1"
"3489","BAKER","a","17","1","every",7,211,198,0,"gram","sg","sg","1"
"3490","BAKER","a","17","1","morning",8,211,221,0,"gram","sg","sg","1"
"3491","BAKER","a","17","1","tells",9,211,253,0,"gram","sg","sg","1"
"3492","BAKER","a","17","1","him",10,211,234,0,"gram","sg","sg","1"
"3493","BAKER","a","17","1","what",11,211,222,0,"gram","sg","sg","1"
"3494","BAKER","a","17","1","campaign",12,211,201,0,"gram","sg","sg","1"
"3495","BAKER","a","17","1","money",13,211,210,0,"gram","sg","sg","1"
"3496","BAKER","a","17","1","he",14,211,218,0,"gram","sg","sg","1"
"3497","BAKER","a","17","1","is",15,211,214,0,"gram","sg","sg","1"
"3498","BAKER","a","17","1","allowed",16,211,197,0,"gram","sg","sg","1"
"3499","BAKER","a","17","1","to",17,211,206,0,"gram","sg","sg","1"
"3500","BAKER","a","17","1","accept.",18,211,196,0,"gram","sg","sg","1"
"3525","BAKER","h","24","1","The",1,213,203,0,"gram","pl","pl","1"
"3526","BAKER","h","24","1","therapists",2,213,229,0,"gram","pl","pl","1"
"3527","BAKER","h","24","1","who",3,213,179,0,"gram","pl","pl","1"
"3528","BAKER","h","24","1","the",4,213,180,0,"gram","pl","pl","1"
"3529","BAKER","h","24","1","survivors",5,213,168,0,"gram","pl","pl","1"
"3530","BAKER","h","24","1","meet",6,213,181,0,"gram","pl","pl","1"
"3531","BAKER","h","24","1","with",7,213,197,0,"gram","pl","pl","1"
"3532","BAKER","h","24","1","weekly",8,213,192,0,"gram","pl","pl","1"
"3533","BAKER","h","24","1","are",9,213,192,0,"gram","pl","pl","1"
"3534","BAKER","h","24","1","trying",10,213,187,0,"gram","pl","pl","1"
"3535","BAKER","h","24","1","to",11,213,193,0,"gram","pl","pl","1"
"3536","BAKER","h","24","1","help",12,213,206,0,"gram","pl","pl","1"
"3537","BAKER","h","24","1","them",13,213,201,0,"gram","pl","pl","1"
"3538","BAKER","h","24","1","recover",14,213,196,0,"gram","pl","pl","1"
"3539","BAKER","h","24","1","from",15,213,188,0,"gram","pl","pl","1"
"3540","BAKER","h","24","1","their",16,213,192,0,"gram","pl","pl","1"
"3541","BAKER","h","24","1","awful",17,213,189,0,"gram","pl","pl","1"
"3542","BAKER","h","24","1","ordeal.",18,213,188,0,"gram","pl","pl","1"
"3789","BAKER","b","2","1","The",1,229,247,100,"ungram","sg","sg","1"
"3790","BAKER","b","2","1","patient",2,229,235,100,"ungram","sg","sg","1"
"3791","BAKER","b","2","1","who",3,229,209,100,"ungram","sg","sg","1"
"3792","BAKER","b","2","1","the",4,229,210,100,"ungram","sg","sg","1"
"3793","BAKER","b","2","1","doctor",5,229,221,100,"ungram","sg","sg","1"
"3794","BAKER","b","2","1","check",6,229,225,100,"ungram","sg","sg","1"
"3795","BAKER","b","2","1","on",7,229,189,100,"ungram","sg","sg","1"
"3796","BAKER","b","2","1","daily",8,229,198,100,"ungram","sg","sg","1"
"3797","BAKER","b","2","1","is",9,229,182,100,"ungram","sg","sg","1"
"3798","BAKER","b","2","1","undergoing",10,229,197,100,"ungram","sg","sg","1"
"3799","BAKER","b","2","1","an",11,229,238,100,"ungram","sg","sg","1"
"3800","BAKER","b","2","1","experimental",12,229,200,100,"ungram","sg","sg","1"
"3801","BAKER","b","2","1","treatment.",13,229,200,100,"ungram","sg","sg","1"
"3886","BAKER","a","41","1","The",1,235,182,100,"gram","sg","sg","1"
"3887","BAKER","a","41","1","senator",2,235,193,100,"gram","sg","sg","1"
"3888","BAKER","a","41","1","who",3,235,216,100,"gram","sg","sg","1"
"3889","BAKER","a","41","1","the",4,235,196,100,"gram","sg","sg","1"
"3890","BAKER","a","41","1","voter",5,235,175,100,"gram","sg","sg","1"
"3891","BAKER","a","41","1","listens",6,235,233,100,"gram","sg","sg","1"
"3892","BAKER","a","41","1","to",7,235,220,100,"gram","sg","sg","1"
"3893","BAKER","a","41","1","patiently",8,235,220,100,"gram","sg","sg","1"
"3894","BAKER","a","41","1","at",9,235,212,100,"gram","sg","sg","1"
"3895","BAKER","a","41","1","all",10,235,209,100,"gram","sg","sg","1"
"3896","BAKER","a","41","1","the",11,235,196,100,"gram","sg","sg","1"
"3897","BAKER","a","41","1","local",12,235,205,100,"gram","sg","sg","1"
"3898","BAKER","a","41","1","political",13,235,201,100,"gram","sg","sg","1"
"3899","BAKER","a","41","1","events",14,235,220,100,"gram","sg","sg","1"
"3900","BAKER","a","41","1","just",15,235,208,100,"gram","sg","sg","1"
"3901","BAKER","a","41","1","never",16,235,210,100,"gram","sg","sg","1"
"3902","BAKER","a","41","1","seems",17,235,222,100,"gram","sg","sg","1"
"3903","BAKER","a","41","1","trustworthy.",18,235,188,100,"gram","sg","sg","1"
"3994","BAKER","b","18","1","The",1,241,208,100,"ungram","sg","sg","1"
"3995","BAKER","b","18","1","tenant",2,241,189,100,"ungram","sg","sg","1"
"3996","BAKER","b","18","1","who",3,241,198,100,"ungram","sg","sg","1"
"3997","BAKER","b","18","1","the",4,241,194,100,"ungram","sg","sg","1"
"3998","BAKER","b","18","1","landlord",5,241,198,100,"ungram","sg","sg","1"
"3999","BAKER","b","18","1","strongly",6,241,205,100,"ungram","sg","sg","1"
"4000","BAKER","b","18","1","disapprove",7,241,206,100,"ungram","sg","sg","1"
"4001","BAKER","b","18","1","of",8,241,339,100,"ungram","sg","sg","1"
"4002","BAKER","b","18","1","stays",9,241,74,100,"ungram","sg","sg","1"
"4003","BAKER","b","18","1","out",10,241,280,100,"ungram","sg","sg","1"
"4004","BAKER","b","18","1","late",11,241,334,100,"ungram","sg","sg","1"
"4005","BAKER","b","18","1","on",12,241,234,100,"ungram","sg","sg","1"
"4006","BAKER","b","18","1","weekends",13,241,235,100,"ungram","sg","sg","1"
"4007","BAKER","b","18","1","and",14,241,258,100,"ungram","sg","sg","1"
"4008","BAKER","b","18","1","never",15,241,217,100,"ungram","sg","sg","1"
"4009","BAKER","b","18","1","mows",16,241,227,100,"ungram","sg","sg","1"
"4010","BAKER","b","18","1","his",17,241,268,100,"ungram","sg","sg","1"
"4011","BAKER","b","18","1","lawn.",18,241,283,100,"ungram","sg","sg","1"
"4326","BAKER","f","22","1","The",1,261,211,100,"ungram","pl","sg","1"
"4327","BAKER","f","22","1","columnists",2,261,189,100,"ungram","pl","sg","1"
"4328","BAKER","f","22","1","who",3,261,202,100,"ungram","pl","sg","1"
"4329","BAKER","f","22","1","the",4,261,415,100,"ungram","pl","sg","1"
"4330","BAKER","f","22","1","reader",5,261,210,100,"ungram","pl","sg","1"
"4331","BAKER","f","22","1","complain",6,261,188,100,"ungram","pl","sg","1"
